Kelas,Hari,Jam Kuliah,Waktu,Kode MK,Mata Kuliah,Pengampu,Ruang,Kode dosen
LT 2D,Rabu,10,14.45 - 15.30,331-211-303,Distribusi Tenaga Listrik,"Drs. Agus Adiwismono, M.Eng.",SBI/09,AA
LT 2D,Rabu,ISTIRAHAT,ISTIRAHAT,-,-,-,-,-
LT 2D,Rabu,11,16.00 - 16.45,331-211-303,Distribusi Tenaga Listrik,"Drs. Agus Adiwismono, M.Eng.",SBI/09,AA
LT 2D,Rabu,12,16.45 - 17.30,331-211-303,Distribusi Tenaga Listrik,"Drs. Agus Adiwismono, M.Eng.",SBI/09,AA
LT 2D,Kamis,ISTIRAHAT,ISTIRAHAT,-,-,-,-,-
LT 2D,Kamis,7,12.30 - 13.15,331-211-302,Bahasa Inggris Teknik II,"Dewi Anggraeni, S.Pd., M.Pd./Danu Angga Vebriyanto",GKT.710,"DA, DAV"
LT 2D,Kamis,8,13.15 - 14.00,331-211-302,Bahasa Inggris Teknik II,"Dewi Anggraeni, S.Pd., M.Pd./Danu Angga Vebriyanto",GKT.710,"DA, DAV"
LT 2D,Kamis,9,14.00 - 14.45,331-211-301,Algoritma dan Pemrograman,"Dr. Mohammad Khambali, B.Eng., M.Kom.",LabKom,MK
LT 2D,Kamis,10,14.45 - 15.30,331-211-301,Algoritma dan Pemrograman,"Dr. Mohammad Khambali, B.Eng., M.Kom.",LabKom,MK
LT 2D,Kamis,ISTIRAHAT,ISTIRAHAT,-,-,-,-,-
LT 2D,Kamis,11,16.00 - 16.45,331-211-301,Algoritma dan Pemrograman,"Dr. Mohammad Khambali, B.Eng., M.Kom.",LabKom,MK
LT 2D,Kamis,12,16.45 - 17.30,331-211-301,Algoritma dan Pemrograman,"Dr. Mohammad Khambali, B.Eng., M.Kom.",LabKom,MK
LT 2D,Jumat,1,07.00 - 07.45,331-211-309,Rancangan Listrik Kendali Industri,"Adeguna Ridlo Pramurti, S.Pd., M.Eng.",LabBar,AR
LT 2D,Jumat,2,07.45 - 08.30,331-211-309,Rancangan Listrik Kendali Industri,"Adeguna Ridlo Pramurti, S.Pd., M.Eng.",LabBar,AR
LT 2D,Jumat,3,08.30 - 09.15,331-211-309,Rancangan Listrik Kendali Industri,"Adeguna Ridlo Pramurti, S.Pd., M.Eng.",LabBar,AR
LT 2D,Jumat,ISTIRAHAT,ISTIRAHAT,-,-,-,-,-
LT 2D,Jumat,4,09.35 - 10.20,331-211-309,Rancangan Listrik Kendali Industri,"Adeguna Ridlo Pramurti, S.Pd., M.Eng.",LabBar,AR
LT 2D,Jumat,5,10.20 - 11.05,331-211-309,Rancangan Listrik Kendali Industri,"Adeguna Ridlo Pramurti, S.Pd., M.Eng.",LabBar,AR
LT 2D,Jumat,6,11.05 - 11.50,331-211-309,Rancangan Listrik Kendali Industri,"Adeguna Ridlo Pramurti, S.Pd., M.Eng.",LabBar,AR
LT 2D,Jumat,8,13.15 - 14.00,331-211-308,Praktikum Elektronika,"Adi Wasono, B.Eng., M.Eng.",LabTim,AW
LT 2D,Jumat,9,14.00 - 14.45,331-211-308,Praktikum Elektronika,"Adi Wasono, B.Eng., M.Eng.",LabTim,AW
LT 2D,Jumat,10,14.45 - 15.30,331-211-308,Praktikum Elektronika,"Adi Wasono, B.Eng., M.Eng.",LabTim,AW
LT 2D,Jumat,ISTIRAHAT,ISTIRAHAT,-,-,-,-,-
LT 2D,Jumat,11,16.00 - 16.45,331-211-308,Praktikum Elektronika,"Adi Wasono, B.Eng., M.Eng.",LabTim,AW
LT 2D,Jumat,12,16.45 - 17.30,331-211-308,Praktikum Elektronika,"Adi Wasono, B.Eng., M.Eng.",LabTim,AW
LT 2D,Jumat,13,17.30 - 18.15,331-211-308,Praktikum Elektronika,"Adi Wasono, B.Eng., M.Eng.",LabTim,AW
LT 1A,Senin,2,07.45 - 08.30,331-241-103,Dasar Instalasi Listrik,"Pangestuningtyas Diah Larasati, S.T., M.T.",GKT.711,P
LT 1A,Senin,3,08.30 - 09.15,331-241-103,Dasar Instalasi Listrik,"Pangestuningtyas Diah Larasati, S.T., M.T.",GKT.711,P
LT 1A,Senin,ISTIRAHAT,ISTIRAHAT,-,-,-,-,-
LT 1A,Senin,4,09.35 - 10.20,331-241-102,Bahasa Indonesia,"Rio Devilito S.Pd., M.Pd.",GKT.711,RD
LT 1A,Senin,5,10.20 - 11.05,331-241-102,Bahasa Indonesia,"Rio Devilito S.Pd., M.Pd.",GKT.711,RD
LT 1A,Senin,6,11.05 - 11.50,331-241-105,Fisika Listrik,"Friska Ayu Fitriani Sugiono, S.Si., M.T",GKT.710,FA
LT 1A,Senin,ISTIRAHAT,ISTIRAHAT,-,-,-,-,-
LT 1A,Senin,7,12.30 - 13.15,331-241-105,Fisika Listrik,"Friska Ayu Fitriani Sugiono, S.Si., M.T",GKT.710,FA
LT 1A,Senin,8,13.15 - 14.00,331-241-105,Fisika Listrik,"Friska Ayu Fitriani Sugiono, S.Si., M.T",GKT.710,FA
LT 1A,Selasa,1,07.00 - 07.45,331-241-110,Rangkaian Listrik DC,"Nur Hidayat Arief S.T., M.T.",SBI/06,NHA
LT 1A,Selasa,2,07.45 - 08.30,331-241-110,Rangkaian Listrik DC,"Nur Hidayat Arief S.T., M.T.",SBI/06,NHA
LT 1A,Selasa,3,08.30 - 09.15,331-241-110,Rangkaian Listrik DC,"Nur Hidayat Arief S.T., M.T.",SBI/06,NHA
LT 1A,Selasa,ISTIRAHAT,ISTIRAHAT,-,-,-,-,-
LT 1A,Selasa,4,09.35 - 10.20,331-241-110,Rangkaian Listrik DC,"Nur Hidayat Arief S.T., M.T.",SBI/06,NHA
LT 1A,Selasa,5,10.20 - 11.05,331-241-107,Kalkulus,"Dra. Endang Triyani, M.Pd.",SBI/06,ET
LT 1A,Selasa,6,11.05 - 11.50,331-241-107,Kalkulus,"Dra. Endang Triyani, M.Pd.",SBI/06,ET
LT 1A,Selasa,ISTIRAHAT,ISTIRAHAT,-,-,-,-,-
LT 1A,Selasa,7,12.30 - 13.15,331-241-107,Kalkulus,"Dra. Endang Triyani, M.Pd.",SBI/06,ET
LT 1A,Selasa,8,13.15 - 14.00,331-241-107,Kalkulus,"Dra. Endang Triyani, M.Pd.",SBI/06,ET
LT 1A,Rabu,3,08.30 - 09.15,331-241-108,Praktek Dasar Mekanik,"Aji Hari Riyadi, S.T., M.T.",WST,AHR
LT 1A,Rabu,ISTIRAHAT,ISTIRAHAT,-,-,-,-,-
LT 1A,Rabu,4,09.35 - 10.20,331-241-108,Praktek Dasar Mekanik,"Aji Hari Riyadi, S.T., M.T.",WST,AHR
LT 1A,Rabu,5,10.20 - 11.05,331-241-108,Praktek Dasar Mekanik,"Aji Hari Riyadi, S.T., M.T.",WST,AHR
LT 1A,Rabu,6,11.05 - 11.50,331-241-108,Praktek Dasar Mekanik,"Aji Hari Riyadi, S.T., M.T.",WST,AHR
LT 1A,Rabu,ISTIRAHAT,ISTIRAHAT,-,-,-,-,-
LT 1A,Rabu,7,12.30 - 13.15,331-241-108,Praktek Dasar Mekanik,"Aji Hari Riyadi, S.T., M.T.",WST,AHR
LT 1A,Rabu,8,13.15 - 14.00,331-241-108,Praktek Dasar Mekanik,"Aji Hari Riyadi, S.T., M.T.",WST,AHR
LT 1A,Rabu,9,14.00 - 14.45,331-241-104,Elektronika Analog,"Lilik Eko Nuryanto, B.Eng., M.Kom.",SBI/06,LE
LT 1A,Rabu,10,14.45 - 15.30,331-241-104,Elektronika Analog,"Lilik Eko Nuryanto, B.Eng., M.Kom.",SBI/06,LE
LT 1A,Rabu,ISTIRAHAT,ISTIRAHAT,-,-,-,-,-
LT 1A,Rabu,11,16.00 - 16.45,331-241-104,Elektronika Analog,"Lilik Eko Nuryanto, B.Eng., M.Kom.",SBI/06,LE
LT 1A,Kamis,1,07.00 - 07.45,331-241-109,Rancangan Instalasi Listrik,"Drs. Amir Subagyo, M.M.",LabBar,AS
LT 1A,Kamis,2,07.45 - 08.30,331-241-109,Rancangan Instalasi Listrik,"Drs. Amir Subagyo, M.M.",LabBar,AS
LT 1A,Kamis,3,08.30 - 09.15,331-241-109,Rancangan Instalasi Listrik,"Drs. Amir Subagyo, M.M.",LabBar,AS
LT 1A,Kamis,ISTIRAHAT,ISTIRAHAT,-,-,-,-,-
LT 1A,Kamis,4,09.35 - 10.20,331-241-109,Rancangan Instalasi Listrik,"Drs. Amir Subagyo, M.M.",LabBar,AS
LT 1A,Kamis,5,10.20 - 11.05,331-241-109,Rancangan Instalasi Listrik,"Drs. Amir Subagyo, M.M.",LabBar,AS
LT 1A,Kamis,6,11.05 - 11.50,331-241-109,Rancangan Instalasi Listrik,"Drs. Amir Subagyo, M.M.",LabBar,AS
LT 1A,Kamis,10,14.45 - 15.30,331-241-101,Alat Ukur & Pengukuran Listrik,"Achmad Hardito, B.Tech., M.Kom.",SBI/06,AH
LT 1A,Kamis,ISTIRAHAT,ISTIRAHAT,-,-,-,-,-
LT 1A,Kamis,11,16.00 - 16.45,331-241-101,Alat Ukur & Pengukuran Listrik,"Achmad Hardito, B.Tech., M.Kom.",SBI/06,AH
LT 1A,Kamis,12,16.45 - 17.30,331-241-101,Alat Ukur & Pengukuran Listrik,"Achmad Hardito, B.Tech., M.Kom.",SBI/06,AH
LT 1A,Jumat,8,13.15 - 14.00,331-241-106,Gambar Teknik,"Akhmad Jamaah, S.T., M.Eng.",labGbr,AJ
LT 1A,Jumat,9,14.00 - 14.45,331-241-106,Gambar Teknik,"Akhmad Jamaah, S.T., M.Eng.",labGbr,AJ
LT 1A,Jumat,10,14.45 - 15.30,331-241-106,Gambar Teknik,"Akhmad Jamaah, S.T., M.Eng.",labGbr,AJ
LT 1A,Jumat,ISTIRAHAT,ISTIRAHAT,-,-,-,-,-
TK 2A,Senin,9,14.00 - 14.45,MK Telkom,Instalasi Listrik,"Triyono S.T., M.Eng.",Workshop Timur,TR
TK 2A,Senin,10,14.45 - 15.30,MK Telkom,Instalasi Listrik,"Triyono S.T., M.Eng.",Workshop Timur,TR
TK 2A,Senin,11,16.00 - 16.45,MK Telkom,Instalasi Listrik,"Triyono S.T., M.Eng.",Workshop Timur,TR
TK 2A,Senin,12,16.45 - 17.30,MK Telkom,Instalasi Listrik,"Triyono S.T., M.Eng.",Workshop Timur,TR
TK 2B,Selasa,9,14.00 - 14.45,MK Telkom,Instalasi Listrik,"Triyono S.T., M.Eng.",Workshop Timur,TR
TK 2B,Selasa,10,14.45 - 15.30,MK Telkom,Instalasi Listrik,"Triyono S.T., M.Eng.",Workshop Timur,TR
TK 2B,Selasa,11,16.00 - 16.45,MK Telkom,Instalasi Listrik,"Triyono S.T., M.Eng.",Workshop Timur,TR
TK 2B,Selasa,12,16.45 - 17.30,MK Telkom,Instalasi Listrik,"Triyono S.T., M.Eng.",Workshop Timur,
TK 2C,Rabu,9,14.00 - 14.45,MK Telkom,Instalasi Listrik,"Eko Widiarto S.T., M.Eng.",Workshop Timur,EW
TK 2C,Rabu,10,14.45 - 15.30,MK Telkom,Instalasi Listrik,"Eko Widiarto S.T., M.Eng.",Workshop Timur,EW
TK 2C,Rabu,11,16.00 - 16.45,MK Telkom,Instalasi Listrik,"Eko Widiarto S.T., M.Eng.",Workshop Timur,EW
TK 2C,Rabu,12,16.45 - 17.30,MK Telkom,Instalasi Listrik,"Eko Widiarto S.T., M.Eng.",Workshop Timur,EW
TK 2D,Kamis,9,14.00 - 14.45,MK Telkom,Instalasi Listrik,"Eko Widiarto S.T., M.Eng.",Workshop Timur,EW
TK 2D,Kamis,10,14.45 - 15.30,MK Telkom,Instalasi Listrik,"Eko Widiarto S.T., M.Eng.",Workshop Timur,EW
TK 2D,Kamis,11,16.00 - 16.45,MK Telkom,Instalasi Listrik,"Eko Widiarto S.T., M.Eng.",Workshop Timur,EW
TK 2D,Kamis,12,16.45 - 17.30,MK Telkom,Instalasi Listrik,"Eko Widiarto S.T., M.Eng.",Workshop Timur,EW
LT 1A,Jumat,11,16.00 - 16.45,331-241-106,Gambar Teknik,"Akhmad Jamaah, S.T., M.Eng.",labGbr,AJ
